split,image_path,label_path,class_id,class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,detected_hand_count
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6ea7e0be-5e70-11ed-a5a6-c894027f4afb_jpg.rf.91d7968a59712bb04e75c146686abc4f.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6ea7e0be-5e70-11ed-a5a6-c894027f4afb_jpg.rf.91d7968a59712bb04e75c146686abc4f.txt,0,bird,89,106,341,341,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6ec414be-5e70-11ed-abb0-c894027f4afb_jpg.rf.7bee8d1dfb0c44fcb11ce66871706726.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6ec414be-5e70-11ed-abb0-c894027f4afb_jpg.rf.7bee8d1dfb0c44fcb11ce66871706726.txt,0,bird,96,104,336,336,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6efe95b2-5e70-11ed-a610-c894027f4afb_jpg.rf.33ac644debe23e164f53a118b768de28.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6efe95b2-5e70-11ed-a610-c894027f4afb_jpg.rf.33ac644debe23e164f53a118b768de28.txt,0,bird,93,106,327,334,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6f4433ec-5e70-11ed-b37f-c894027f4afb_jpg.rf.4b7e19bd46c182c68c30b09776c7d560.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6f4433ec-5e70-11ed-b37f-c894027f4afb_jpg.rf.4b7e19bd46c182c68c30b09776c7d560.txt,0,bird,98,111,324,333,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6f616dea-5e70-11ed-92e3-c894027f4afb_jpg.rf.244f3194697cb82017834ebef19627d5.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6f616dea-5e70-11ed-92e3-c894027f4afb_jpg.rf.244f3194697cb82017834ebef19627d5.txt,0,bird,98,107,326,334,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6fa84d82-5e70-11ed-a481-c894027f4afb_jpg.rf.6b940ee13a53eef6c11a4731776912f5.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6fa84d82-5e70-11ed-a481-c894027f4afb_jpg.rf.6b940ee13a53eef6c11a4731776912f5.txt,0,bird,109,101,314,333,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6fc50be8-5e70-11ed-a8c0-c894027f4afb_jpg.rf.96dd205c8b3bec955699162b9416b451.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6fc50be8-5e70-11ed-a8c0-c894027f4afb_jpg.rf.96dd205c8b3bec955699162b9416b451.txt,0,bird,113,101,314,337,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_6ff172c8-5e70-11ed-9065-c894027f4afb_jpg.rf.ef579955c3f76e56adff9479aa330f86.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_6ff172c8-5e70-11ed-9065-c894027f4afb_jpg.rf.ef579955c3f76e56adff9479aa330f86.txt,0,bird,105,146,318,329,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_700d83be-5e70-11ed-9f24-c894027f4afb_jpg.rf.ace89dcdcecd0bcde5f572fc6e9b942a.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_700d83be-5e70-11ed-9f24-c894027f4afb_jpg.rf.ace89dcdcecd0bcde5f572fc6e9b942a.txt,0,bird,111,95,321,327,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_70fef62c-5e70-11ed-8e32-c894027f4afb_jpg.rf.19afb5efd09765f03e0935cbedd81833.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_70fef62c-5e70-11ed-8e32-c894027f4afb_jpg.rf.19afb5efd09765f03e0935cbedd81833.txt,0,bird,101,99,326,329,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_71c3ad82-5e70-11ed-b657-c894027f4afb_jpg.rf.610c3698853fa19da537bf6b6e065dff.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_71c3ad82-5e70-11ed-b657-c894027f4afb_jpg.rf.610c3698853fa19da537bf6b6e065dff.txt,0,bird,101,97,325,326,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_73bcb1ce-5e70-11ed-87ee-c894027f4afb_jpg.rf.8988daa9fb4396b3f9222a4ec85ccfc3.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_73bcb1ce-5e70-11ed-87ee-c894027f4afb_jpg.rf.8988daa9fb4396b3f9222a4ec85ccfc3.txt,0,bird,144,74,311,307,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_74669a90-5e70-11ed-af1e-c894027f4afb_jpg.rf.bbbcea414187636d8f0be664b40de3bf.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_74669a90-5e70-11ed-af1e-c894027f4afb_jpg.rf.bbbcea414187636d8f0be664b40de3bf.txt,0,bird,117,75,318,339,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7474cea8-5e70-11ed-b28c-c894027f4afb_jpg.rf.2609dfeeaaf27c77ab50e02ed1baf86c.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7474cea8-5e70-11ed-b28c-c894027f4afb_jpg.rf.2609dfeeaaf27c77ab50e02ed1baf86c.txt,0,bird,116,69,317,338,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7483520c-5e70-11ed-b639-c894027f4afb_jpg.rf.e14f13f862e87451c2f274b45049ba18.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7483520c-5e70-11ed-b639-c894027f4afb_jpg.rf.e14f13f862e87451c2f274b45049ba18.txt,0,bird,113,73,319,339,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_74a03f48-5e70-11ed-beb4-c894027f4afb_jpg.rf.a75f97050e9307032802ffdce30343dc.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_74a03f48-5e70-11ed-beb4-c894027f4afb_jpg.rf.a75f97050e9307032802ffdce30343dc.txt,0,bird,116,74,318,339,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_754864d4-5e70-11ed-861f-c894027f4afb_jpg.rf.e8eb5590463a96eda6240e331628ea90.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_754864d4-5e70-11ed-861f-c894027f4afb_jpg.rf.e8eb5590463a96eda6240e331628ea90.txt,0,bird,109,99,329,335,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_758e34f0-5e70-11ed-bfc9-c894027f4afb_jpg.rf.e981e0993d00df5408e2f8245b2c0404.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_758e34f0-5e70-11ed-bfc9-c894027f4afb_jpg.rf.e981e0993d00df5408e2f8245b2c0404.txt,0,bird,110,88,326,335,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_75ae73d0-5f0d-11ed-a303-c894027f4afb_jpg.rf.83cf724a338a14172a32e89fcdf7ee03.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_75ae73d0-5f0d-11ed-a303-c894027f4afb_jpg.rf.83cf724a338a14172a32e89fcdf7ee03.txt,0,bird,136,122,296,406,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_75e40996-5f0d-11ed-bae7-c894027f4afb_jpg.rf.ecce6d60e59cfbc1375ca1fec1582b5e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_75e40996-5f0d-11ed-bae7-c894027f4afb_jpg.rf.ecce6d60e59cfbc1375ca1fec1582b5e.txt,0,bird,124,129,294,408,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_760916f2-5e70-11ed-83c8-c894027f4afb_jpg.rf.79ae78e015660481d4f241534c7b64ab.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_760916f2-5e70-11ed-83c8-c894027f4afb_jpg.rf.79ae78e015660481d4f241534c7b64ab.txt,0,bird,118,75,325,336,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_765207f2-5f0d-11ed-8f48-c894027f4afb_jpg.rf.dd3e00ddfcc64b6e1b7f889ba160368c.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_765207f2-5f0d-11ed-8f48-c894027f4afb_jpg.rf.dd3e00ddfcc64b6e1b7f889ba160368c.txt,0,bird,128,125,319,415,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_766d9d5a-5f0d-11ed-a422-c894027f4afb_jpg.rf.b87a990d0c69691e66fb65f6adb755a7.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_766d9d5a-5f0d-11ed-a422-c894027f4afb_jpg.rf.b87a990d0c69691e66fb65f6adb755a7.txt,0,bird,124,129,294,408,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_76a55a38-5f0d-11ed-b1ae-c894027f4afb_jpg.rf.e3b777dfcbce7cbe3adbee6414b35fc1.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_76a55a38-5f0d-11ed-b1ae-c894027f4afb_jpg.rf.e3b777dfcbce7cbe3adbee6414b35fc1.txt,0,bird,134,128,304,401,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_76c1781c-5f0d-11ed-ba01-c894027f4afb_jpg.rf.cfd3df09699b9ae0c861bab84c655570.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_76c1781c-5f0d-11ed-ba01-c894027f4afb_jpg.rf.cfd3df09699b9ae0c861bab84c655570.txt,0,bird,129,127,313,398,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_76de4fc8-5f0d-11ed-aa9b-c894027f4afb_jpg.rf.80d7e6108f8e19a7420aefc3b66f4106.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_76de4fc8-5f0d-11ed-aa9b-c894027f4afb_jpg.rf.80d7e6108f8e19a7420aefc3b66f4106.txt,0,bird,130,130,322,405,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_76f9d554-5f0d-11ed-a39c-c894027f4afb_jpg.rf.38958c70bef4e8b214a64e7d114d798d.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_76f9d554-5f0d-11ed-a39c-c894027f4afb_jpg.rf.38958c70bef4e8b214a64e7d114d798d.txt,0,bird,138,130,315,404,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7714fbd6-5f0d-11ed-a8f0-c894027f4afb_jpg.rf.058e57e68373d7f0d603e93004abc27a.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7714fbd6-5f0d-11ed-a8f0-c894027f4afb_jpg.rf.058e57e68373d7f0d603e93004abc27a.txt,0,bird,119,126,320,410,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_774cc624-5f0d-11ed-8ac2-c894027f4afb_jpg.rf.31381ae0233f3d4e5e8f0f138d24628c.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_774cc624-5f0d-11ed-8ac2-c894027f4afb_jpg.rf.31381ae0233f3d4e5e8f0f138d24628c.txt,0,bird,143,116,310,409,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7768f93e-5f0d-11ed-a638-c894027f4afb_jpg.rf.50048da46299385d7cef697c4bcdcb63.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7768f93e-5f0d-11ed-a638-c894027f4afb_jpg.rf.50048da46299385d7cef697c4bcdcb63.txt,0,bird,118,125,300,403,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7785aca0-5f0d-11ed-8677-c894027f4afb_jpg.rf.54b693a0e466e75b7e1edb65f7c06cfc.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7785aca0-5f0d-11ed-8677-c894027f4afb_jpg.rf.54b693a0e466e75b7e1edb65f7c06cfc.txt,0,bird,117,125,300,415,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_77af7ff8-5f0d-11ed-abc3-c894027f4afb_jpg.rf.1572f070f7d2625a85d9715ad7a57575.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_77af7ff8-5f0d-11ed-abc3-c894027f4afb_jpg.rf.1572f070f7d2625a85d9715ad7a57575.txt,0,bird,116,123,290,400,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_77e88cc6-5f0d-11ed-9f02-c894027f4afb_jpg.rf.39d5173fb7c090fe2945b337990b9e16.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_77e88cc6-5f0d-11ed-9f02-c894027f4afb_jpg.rf.39d5173fb7c090fe2945b337990b9e16.txt,0,bird,120,124,299,405,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_7803e386-5f0d-11ed-8aaa-c894027f4afb_jpg.rf.e6b2c3915a7fd8a260d963e2999af2e7.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_7803e386-5f0d-11ed-8aaa-c894027f4afb_jpg.rf.e6b2c3915a7fd8a260d963e2999af2e7.txt,0,bird,130,128,296,409,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/bird_781fff08-5f0d-11ed-b36b-c894027f4afb_jpg.rf.b2efede74cc226962b21dd8bbe524c1d.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/bird_781fff08-5f0d-11ed-b36b-c894027f4afb_jpg.rf.b2efede74cc226962b21dd8bbe524c1d.txt,0,bird,124,129,294,408,1
